CustomerID (index),Prob_Churn,Rischio
4039,0.94,Alto
6894,0.94,Alto
6096,0.9354728898401307,Alto
2366,0.93,Alto
2654,0.93,Alto
2708,0.93,Alto
346,0.93,Alto
36,0.93,Alto
880,0.93,Alto
2528,0.93,Alto
2831,0.93,Alto
2869,0.93,Alto
4678,0.93,Alto
4851,0.93,Alto
3746,0.93,Alto
4764,0.93,Alto
4746,0.93,Alto
3772,0.93,Alto
4950,0.93,Alto
3679,0.93,Alto
3950,0.93,Alto
4631,0.93,Alto
2095,0.93,Alto
2084,0.93,Alto
2798,0.93,Alto
1771,0.93,Alto
1970,0.93,Alto
1513,0.93,Alto
478,0.93,Alto
6089,0.93,Alto
4396,0.93,Alto
3141,0.93,Alto
6231,0.93,Alto
783,0.93,Alto
6625,0.93,Alto
3380,0.93,Alto
5569,0.93,Alto
3373,0.93,Alto
5832,0.93,Alto
6609,0.93,Alto
7018,0.93,Alto
5450,0.93,Alto
6294,0.9236247887769409,Alto
3426,0.9206964305829588,Alto
39,0.92,Alto
64,0.92,Alto
5439,0.92,Alto
1880,0.92,Alto
3330,0.92,Alto
5934,0.92,Alto
4240,0.92,Alto
2023,0.92,Alto
3682,0.92,Alto
3871,0.92,Alto
933,0.92,Alto
334,0.92,Alto
2168,0.92,Alto
507,0.92,Alto
3081,0.92,Alto
3640,0.92,Alto
5679,0.92,Alto
3592,0.92,Alto
3610,0.92,Alto
4619,0.92,Alto
327,0.92,Alto
2104,0.92,Alto
1359,0.92,Alto
1434,0.92,Alto
742,0.92,Alto
2283,0.92,Alto
2900,0.92,Alto
2202,0.92,Alto
1163,0.92,Alto
6313,0.92,Alto
5039,0.92,Alto
2406,0.92,Alto
6375,0.92,Alto
2367,0.92,Alto
6241,0.92,Alto
5282,0.92,Alto
2527,0.92,Alto
1995,0.9165225679400861,Alto
2756,0.9124139372939744,Alto
4463,0.9105820649285157,Alto
6040,0.9103514248259748,Alto
1436,0.91,Alto
6858,0.91,Alto
2207,0.91,Alto
5133,0.91,Alto
680,0.91,Alto
5860,0.91,Alto
4214,0.91,Alto
6616,0.91,Alto
5246,0.91,Alto
2262,0.91,Alto
801,0.91,Alto
113,0.91,Alto
1625,0.91,Alto
3424,0.91,Alto
6626,0.91,Alto
5876,0.91,Alto
6074,0.91,Alto
99,0.91,Alto
1223,0.91,Alto
1366,0.91,Alto
844,0.91,Alto
4903,0.91,Alto
4811,0.91,Alto
5664,0.91,Alto
5989,0.91,Alto
3673,0.91,Alto
3085,0.91,Alto
3652,0.91,Alto
1473,0.91,Alto
4459,0.91,Alto
4056,0.91,Alto
3494,0.91,Alto
4532,0.91,Alto
5724,0.91,Alto
2669,0.91,Alto
6838,0.91,Alto
1192,0.91,Alto
2677,0.91,Alto
1253,0.91,Alto
185,0.91,Alto
3807,0.91,Alto
3727,0.91,Alto
353,0.91,Alto
2784,0.91,Alto
6991,0.91,Alto
1742,0.91,Alto
2516,0.91,Alto
6930,0.91,Alto
3681,0.91,Alto
6877,0.907341676147137,Alto
6377,0.9,Alto
1058,0.9,Alto
355,0.9,Alto
3906,0.9,Alto
299,0.9,Alto
3821,0.9,Alto
1694,0.9,Alto
3775,0.9,Alto
1734,0.9,Alto
6549,0.9,Alto
1751,0.9,Alto
723,0.9,Alto
724,0.9,Alto
2797,0.9,Alto
2083,0.9,Alto
512,0.9,Alto
2908,0.9,Alto
4876,0.9,Alto
5718,0.9,Alto
4960,0.9,Alto
122,0.9,Alto
82,0.9,Alto
1083,0.9,Alto
1185,0.9,Alto
4924,0.9,Alto
582,0.9,Alto
1405,0.9,Alto
834,0.9,Alto
2238,0.9,Alto
6864,0.9,Alto
808,0.9,Alto
693,0.9,Alto
3138,0.9,Alto
2295,0.9,Alto
261,0.9,Alto
6190,0.9,Alto
1478,0.9,Alto
238,0.9,Alto
3362,0.9,Alto
5315,0.9,Alto
247,0.9,Alto
3383,0.9,Alto
288,0.9,Alto
2224,0.89,Alto
5863,0.89,Alto
117,0.89,Alto
5825,0.89,Alto
151,0.89,Alto
6886,0.89,Alto
219,0.89,Alto
4839,0.89,Alto
5374,0.89,Alto
6257,0.89,Alto
5428,0.89,Alto
1081,0.89,Alto
1132,0.89,Alto
4785,0.89,Alto
4671,0.89,Alto
6322,0.89,Alto
6066,0.89,Alto
3034,0.89,Alto
3183,0.89,Alto
4138,0.89,Alto
3004,0.89,Alto
3716,0.89,Alto
697,0.89,Alto
3879,0.89,Alto
2776,0.89,Alto
3759,0.89,Alto
6836,0.89,Alto
6195,0.89,Alto
371,0.89,Alto
3919,0.89,Alto
4109,0.89,Alto
816,0.89,Alto
2269,0.8824863666329285,Alto
1070,0.88,Alto
3087,0.88,Alto
4462,0.88,Alto
5738,0.88,Alto
5036,0.88,Alto
1304,0.88,Alto
2954,0.88,Alto
508,0.88,Alto
6953,0.88,Alto
3524,0.88,Alto
2706,0.88,Alto
5933,0.88,Alto
1039,0.88,Alto
3843,0.88,Alto
5931,0.88,Alto
1001,0.88,Alto
905,0.88,Alto
2448,0.88,Alto
2468,0.88,Alto
383,0.88,Alto
1348,0.88,Alto
2294,0.88,Alto
1486,0.88,Alto
2291,0.88,Alto
3043,0.88,Alto
5219,0.88,Alto
275,0.88,Alto
4228,0.88,Alto
1647,0.88,Alto
5300,0.88,Alto
6599,0.88,Alto
5547,0.88,Alto
1447,0.88,Alto
2265,0.88,Alto
290,0.88,Alto
4062,0.88,Alto
3479,0.88,Alto
4121,0.88,Alto
5174,0.88,Alto
1208,0.88,Alto
184,0.88,Alto
499,0.88,Alto
5277,0.88,Alto
5090,0.88,Alto
5698,0.88,Alto
1360,0.88,Alto
6681,0.88,Alto
6024,0.88,Alto
4446,0.88,Alto
1879,0.876718339686532,Alto
3725,0.8739112396818117,Alto
128,0.8709664649240778,Alto
4065,0.8709664649240778,Alto
1056,0.87,Alto
948,0.87,Alto
1926,0.87,Alto
6520,0.87,Alto
3830,0.87,Alto
6009,0.87,Alto
2727,0.87,Alto
4211,0.87,Alto
235,0.87,Alto
4341,0.87,Alto
650,0.87,Alto
648,0.87,Alto
2270,0.87,Alto
3229,0.87,Alto
6385,0.87,Alto
2016,0.87,Alto
4455,0.87,Alto
4442,0.87,Alto
2037,0.87,Alto
5831,0.87,Alto
6831,0.87,Alto
5214,0.87,Alto
3562,0.87,Alto
3565,0.87,Alto
5750,0.87,Alto
4503,0.87,Alto
2155,0.87,Alto
543,0.87,Alto
1285,0.87,Alto
674,0.87,Alto
4974,0.87,Alto
5644,0.87,Alto
1173,0.87,Alto
6172,0.87,Alto
5609,0.87,Alto
6177,0.87,Alto
5630,0.87,Alto
2521,0.87,Alto
126,0.87,Alto
5130,0.87,Alto
1071,0.87,Alto
7041,0.87,Alto
6237,0.8698168457476371,Alto
5023,0.8681927217459429,Alto
5037,0.8657998801677651,Alto
6773,0.86,Alto
965,0.86,Alto
47,0.86,Alto
5368,0.86,Alto
6760,0.86,Alto
5493,0.86,Alto
995,0.86,Alto
484,0.86,Alto
5301,0.86,Alto
5286,0.86,Alto
6434,0.86,Alto
3145,0.86,Alto
6125,0.86,Alto
3115,0.86,Alto
2939,0.86,Alto
3061,0.86,Alto
3216,0.86,Alto
6509,0.86,Alto
6479,0.86,Alto
3526,0.86,Alto
3516,0.86,Alto
3050,0.86,Alto
6141,0.86,Alto
3785,0.86,Alto
6936,0.86,Alto
5956,0.86,Alto
314,0.86,Alto
1670,0.86,Alto
1631,0.86,Alto
3999,0.86,Alto
5231,0.86,Alto
5251,0.86,Alto
5880,0.86,Alto
5549,0.86,Alto
5799,0.86,Alto
1492,0.86,Alto
2324,0.86,Alto
6205,0.86,Alto
2703,0.86,Alto
260,0.86,Alto
232,0.86,Alto
274,0.86,Alto
1361,0.86,Alto
4651,0.86,Alto
4638,0.86,Alto
4597,0.86,Alto
4624,0.86,Alto
6703,0.86,Alto
1362,0.86,Alto
1255,0.86,Alto
4757,0.86,Alto
4848,0.86,Alto
4847,0.86,Alto
5722,0.86,Alto
182,0.86,Alto
6726,0.86,Alto
1178,0.86,Alto
4949,0.86,Alto
862,0.86,Alto
4947,0.86,Alto
5027,0.86,Alto
1176,0.86,Alto
1097,0.86,Alto
5588,0.86,Alto
5123,0.86,Alto
2485,0.86,Alto
6341,0.86,Alto
8,0.86,Alto
6379,0.86,Alto
2438,0.86,Alto
2431,0.86,Alto
4640,0.8582152253246202,Alto
1032,0.85,Alto
1088,0.85,Alto
1068,0.85,Alto
5584,0.85,Alto
4994,0.85,Alto
2573,0.85,Alto
2574,0.85,Alto
2613,0.85,Alto
882,0.85,Alto
2634,0.85,Alto
5599,0.85,Alto
5746,0.85,Alto
2116,0.85,Alto
4293,0.85,Alto
5059,0.85,Alto
4928,0.85,Alto
1210,0.85,Alto
2745,0.85,Alto
1159,0.85,Alto
6970,0.85,Alto
4509,0.85,Alto
865,0.85,Alto
5792,0.85,Alto
4288,0.85,Alto
2729,0.85,Alto
3485,0.85,Alto
3462,0.85,Alto
3815,0.85,Alto
2008,0.85,Alto
1987,0.85,Alto
3357,0.85,Alto
3286,0.85,Alto
3294,0.85,Alto
3991,0.85,Alto
6146,0.85,Alto
3028,0.85,Alto
1579,0.85,Alto
1519,0.85,Alto
4184,0.85,Alto
4188,0.85,Alto
4154,0.85,Alto
4254,0.85,Alto
4314,0.85,Alto
5984,0.85,Alto
3755,0.85,Alto
5306,0.85,Alto
5154,0.85,Alto
4,0.85,Alto
6789,0.85,Alto
5186,0.85,Alto
1883,0.85,Alto
5967,0.85,Alto
3766,0.85,Alto
3702,0.85,Alto
651,0.8489503219000446,Alto
5705,0.8441163145972301,Alto
5446,0.8441163145972301,Alto
3142,0.8409664649240777,Alto
2563,0.84,Alto
2990,0.84,Alto
2085,0.84,Alto
4499,0.84,Alto
1341,0.84,Alto
4594,0.84,Alto
4480,0.84,Alto
4546,0.84,Alto
1248,0.84,Alto
2263,0.84,Alto
2795,0.84,Alto
505,0.84,Alto
2921,0.84,Alto
6718,0.84,Alto
5069,0.84,Alto
2530,0.84,Alto
818,0.84,Alto
318,0.84,Alto
3276,0.84,Alto
3344,0.84,Alto
6914,0.84,Alto
1999,0.84,Alto
3956,0.84,Alto
5942,0.84,Alto
3975,0.84,Alto
6612,0.84,Alto
3953,0.84,Alto
1423,0.84,Alto
4190,0.84,Alto
4213,0.84,Alto
6453,0.84,Alto
3185,0.84,Alto
1673,0.84,Alto
6048,0.84,Alto
3411,0.84,Alto
3490,0.84,Alto
3473,0.84,Alto
381,0.84,Alto
3737,0.84,Alto
5975,0.84,Alto
6550,0.84,Alto
1029,0.84,Alto
1993,0.84,Alto
1807,0.84,Alto
6529,0.84,Alto
2463,0.84,Alto
629,0.84,Alto
5198,0.84,Alto
5463,0.84,Alto
408,0.8382661643508879,Alto
2033,0.8346833522942738,Alto
4098,0.8346833522942738,Alto
2483,0.83,Alto
51,0.83,Alto
5380,0.83,Alto
3615,0.83,Alto
2427,0.83,Alto
3303,0.83,Alto
3917,0.83,Alto
2004,0.83,Alto
758,0.83,Alto
3829,0.83,Alto
5651,0.83,Alto
6240,0.83,Alto
2761,0.83,Alto
168,0.83,Alto
2378,0.83,Alto
2282,0.83,Alto
5499,0.83,Alto
985,0.83,Alto
2643,0.83,Alto
2543,0.83,Alto
1125,0.83,Alto
524,0.83,Alto
4169,0.83,Alto
1498,0.83,Alto
4448,0.83,Alto
6667,0.83,Alto
1383,0.83,Alto
1376,0.83,Alto
1396,0.83,Alto
1389,0.83,Alto
642,0.83,Alto
6169,0.83,Alto
1543,0.83,Alto
6643,0.83,Alto
6591,0.83,Alto
1558,0.83,Alto
6999,0.83,Alto
5456,0.83,Alto
208,0.83,Alto
4541,0.83,Alto
4723,0.83,Alto
6971,0.83,Alto
976,0.828928197809067,Alto
1739,0.828928197809067,Alto
2927,0.828928197809067,Alto
4646,0.8239112396818118,Alto
6506,0.82,Alto
354,0.82,Alto
1851,0.82,Alto
6542,0.82,Alto
3647,0.82,Alto
3674,0.82,Alto
402,0.82,Alto
31,0.82,Alto
3591,0.82,Alto
6016,0.82,Alto
3374,0.82,Alto
3726,0.82,Alto
3983,0.82,Alto
365,0.82,Alto
1799,0.82,Alto
1730,0.82,Alto
1854,0.82,Alto
6211,0.82,Alto
6896,0.82,Alto
4663,0.82,Alto
498,0.82,Alto
1384,0.82,Alto
5360,0.82,Alto
7001,0.82,Alto
6781,0.82,Alto
5019,0.82,Alto
1149,0.82,Alto
6305,0.82,Alto
5064,0.82,Alto
5003,0.82,Alto
4691,0.82,Alto
4856,0.82,Alto
2690,0.82,Alto
5591,0.82,Alto
1085,0.82,Alto
1059,0.82,Alto
6717,0.82,Alto
2871,0.82,Alto
4883,0.82,Alto
645,0.82,Alto
1456,0.82,Alto
4262,0.82,Alto
4368,0.82,Alto
4230,0.82,Alto
4292,0.82,Alto
252,0.82,Alto
1564,0.82,Alto
4063,0.82,Alto
1530,0.82,Alto
5852,0.82,Alto
6126,0.82,Alto
3103,0.82,Alto
6622,0.82,Alto
4132,0.82,Alto
3000,0.82,Alto
2086,0.82,Alto
4826,0.82,Alto
4172,0.8130432781357311,Alto
1736,0.8130432781357311,Alto
5536,0.81,Alto
3272,0.81,Alto
978,0.81,Alto
1927,0.81,Alto
4074,0.81,Alto
2379,0.81,Alto
4673,0.81,Alto
1327,0.81,Alto
4725,0.81,Alto
857,0.81,Alto
2953,0.81,Alto
4942,0.81,Alto
2682,0.81,Alto
6861,0.81,Alto
4180,0.81,Alto
6860,0.81,Alto
3146,0.81,Alto
5299,0.81,Alto
1898,0.81,Alto
3587,0.81,Alto
1988,0.81,Alto
3745,0.81,Alto
1770,0.81,Alto
6498,0.81,Alto
1720,0.81,Alto
6843,0.81,Alto
2010,0.81,Alto
5359,0.81,Alto
1867,0.81,Alto
1008,0.81,Alto
1111,0.81,Alto
176,0.81,Alto
2686,0.81,Alto
4965,0.81,Alto
1224,0.81,Alto
2948,0.81,Alto
2075,0.81,Alto
4405,0.81,Alto
2997,0.81,Alto
5857,0.81,Alto
4019,0.81,Alto
6634,0.81,Alto
2829,0.81,Alto
3016,0.81,Alto
3006,0.81,Alto
6654,0.81,Alto
779,0.81,Alto
3078,0.81,Alto
2,0.8,Alto
5330,0.8,Alto
891,0.8,Alto
5502,0.8,Alto
3911,0.8,Alto
3686,0.8,Alto
1809,0.8,Alto
5565,0.8,Alto
53,0.8,Alto
6538,0.8,Alto
1832,0.8,Alto
6054,0.8,Alto
3498,0.8,Alto
4058,0.8,Alto
3334,0.8,Alto
3360,0.8,Alto
3262,0.8,Alto
761,0.8,Alto
730,0.8,Alto
6544,0.8,Alto
3067,0.8,Alto
1568,0.8,Alto
6952,0.8,Alto
5891,0.8,Alto
4059,0.8,Alto
3026,0.8,Alto
2038,0.8,Alto
2048,0.8,Alto
4021,0.8,Alto
3090,0.8,Alto
2223,0.8,Alto
1463,0.8,Alto
5810,0.8,Alto
4143,0.8,Alto
1310,0.8,Alto
4706,0.8,Alto
4664,0.8,Alto
2907,0.8,Alto
4740,0.8,Alto
4981,0.8,Alto
5043,0.8,Alto
5583,0.8,Alto
5131,0.8,Alto
6398,0.8,Alto
1077,0.8,Alto
581,0.797341676147137,Alto
3499,0.797225059450599,Alto
4476,0.797225059450599,Alto
1938,0.797225059450599,Alto
6362,0.79,Alto
3924,0.79,Alto
284,0.79,Alto
4269,0.79,Alto
6304,0.79,Alto
306,0.79,Alto
3608,0.79,Alto
973,0.79,Alto
630,0.79,Alto
5072,0.79,Alto
5518,0.79,Alto
1702,0.79,Alto
3841,0.79,Alto
3127,0.79,Alto
2862,0.79,Alto
5354,0.79,Alto
6137,0.79,Alto
4814,0.79,Alto
6462,0.79,Alto
1232,0.79,Alto
2323,0.79,Alto
4524,0.79,Alto
2061,0.79,Alto
893,0.79,Alto
666,0.79,Alto
455,0.79,Alto
6641,0.79,Alto
7006,0.79,Alto
3319,0.79,Alto
5894,0.79,Alto
4413,0.79,Alto
220,0.79,Alto
1998,0.79,Alto
3350,0.79,Alto
1929,0.79,Alto
3730,0.79,Alto
3743,0.79,Alto
4393,0.79,Alto
4089,0.79,Alto
3976,0.79,Alto
2560,0.79,Alto
1790,0.79,Alto
762,0.79,Alto
4753,0.79,Alto
523,0.79,Alto
4827,0.79,Alto
777,0.79,Alto
2260,0.79,Alto
2184,0.79,Alto
5714,0.79,Alto
6417,0.79,Alto
13,0.79,Alto
6344,0.79,Alto
7009,0.79,Alto
26,0.79,Alto
4775,0.79,Alto
6961,0.78,Alto
5275,0.78,Alto
5846,0.78,Alto
6822,0.78,Alto
6030,0.78,Alto
1849,0.78,Alto
3631,0.78,Alto
6663,0.78,Alto
2405,0.78,Alto
2397,0.78,Alto
5841,0.78,Alto
2428,0.78,Alto
131,0.78,Alto
3539,0.78,Alto
270,0.78,Alto
3663,0.78,Alto
4381,0.78,Alto
6518,0.78,Alto
1612,0.78,Alto
3932,0.78,Alto
2494,0.78,Alto
6339,0.78,Alto
3990,0.78,Alto
166,0.78,Alto
964,0.78,Alto
3958,0.78,Alto
95,0.78,Alto
3003,0.78,Alto
6413,0.78,Alto
515,0.78,Alto
1161,0.78,Alto
2960,0.78,Alto
6266,0.78,Alto
646,0.78,Alto
6962,0.78,Alto
2300,0.78,Alto
1054,0.78,Alto
5383,0.78,Alto
876,0.78,Alto
3200,0.78,Alto
2707,0.78,Alto
863,0.78,Alto
2721,0.78,Alto
1331,0.78,Alto
463,0.78,Alto
5375,0.78,Alto
2638,0.78,Alto
4964,0.78,Alto
825,0.78,Alto
6032,0.78,Alto
5076,0.78,Alto
6809,0.78,Alto
4719,0.78,Alto
1243,0.78,Alto
5125,0.78,Alto
6378,0.78,Alto
3092,0.78,Alto
5516,0.78,Alto
3962,0.78,Alto
6885,0.78,Alto
5907,0.78,Alto
5351,0.78,Alto
2297,0.78,Alto
1572,0.78,Alto
5966,0.78,Alto
1251,0.78,Alto
2006,0.78,Alto
4518,0.78,Alto
1268,0.78,Alto
5638,0.7793247278682207,Alto
4146,0.77,Alto
272,0.77,Alto
6824,0.77,Alto
4290,0.77,Alto
5845,0.77,Alto
6821,0.77,Alto
4128,0.77,Alto
5494,0.77,Alto
5100,0.77,Alto
945,0.77,Alto
6325,0.77,Alto
3918,0.77,Alto
1779,0.77,Alto
3561,0.77,Alto
1658,0.77,Alto
2415,0.77,Alto
2339,0.77,Alto
1086,0.77,Alto
2101,0.77,Alto
6106,0.77,Alto
5432,0.77,Alto
1890,0.77,Alto
3687,0.77,Alto
6496,0.77,Alto
3338,0.77,Alto
2019,0.77,Alto
687,0.77,Alto
624,0.77,Alto
3136,0.77,Alto
3868,0.77,Alto
492,0.77,Alto
3019,0.77,Alto
4862,0.77,Alto
5912,0.77,Alto
4842,0.77,Alto
6967,0.77,Alto
1126,0.77,Alto
1663,0.77,Alto
2161,0.77,Alto
4684,0.77,Alto
6791,0.77,Alto
639,0.77,Alto
638,0.77,Alto
610,0.77,Alto
1858,0.76,Alto
722,0.76,Alto
6179,0.76,Alto
6993,0.76,Alto
418,0.76,Alto
1439,0.76,Alto
287,0.76,Alto
4088,0.76,Alto
6043,0.76,Alto
3942,0.76,Alto
4072,0.76,Alto
1916,0.76,Alto
3428,0.76,Alto
2683,0.76,Alto
3356,0.76,Alto
3662,0.76,Alto
4982,0.76,Alto
1664,0.76,Alto
2005,0.76,Alto
4466,0.76,Alto
3792,0.76,Alto
3233,0.76,Alto
6100,0.76,Alto
6091,0.76,Alto
6088,0.76,Alto
2054,0.76,Alto
4237,0.76,Alto
1822,0.76,Alto
6708,0.76,Alto
3194,0.76,Alto
3119,0.76,Alto
1113,0.76,Alto
1053,0.76,Alto
4908,0.76,Alto
4045,0.76,Alto
4618,0.76,Alto
4677,0.76,Alto
5711,0.76,Alto
6810,0.76,Alto
5504,0.76,Alto
1065,0.76,Alto
2388,0.76,Alto
1549,0.76,Alto
910,0.76,Alto
5062,0.76,Alto
5850,0.76,Alto
2504,0.76,Alto
5070,0.76,Alto
6816,0.7554455975913383,Alto
4265,0.75,Alto
5686,0.75,Alto
5111,0.75,Alto
635,0.75,Alto
6545,0.75,Alto
1780,0.75,Alto
1724,0.75,Alto
6039,0.75,Alto
2140,0.75,Alto
4810,0.75,Alto
1314,0.75,Alto
668,0.75,Alto
2619,0.75,Alto
6002,0.75,Alto
2779,0.75,Alto
6819,0.75,Alto
1934,0.75,Alto
6527,0.75,Alto
210,0.75,Alto
1981,0.75,Alto
6448,0.75,Alto
3586,0.75,Alto
609,0.75,Alto
4645,0.75,Alto
4326,0.75,Alto
5540,0.75,Alto
2818,0.75,Alto
1309,0.75,Alto
554,0.75,Alto
333,0.75,Alto
6597,0.75,Alto
3102,0.75,Alto
2893,0.75,Alto
3079,0.75,Alto
1719,0.75,Alto
3302,0.75,Alto
542,0.7410538353013635,Alto
1491,0.7410538353013635,Alto
3709,0.74,Alto
1007,0.74,Alto
3596,0.74,Alto
1836,0.74,Alto
173,0.74,Alto
2231,0.74,Alto
3415,0.74,Alto
1509,0.74,Alto
3621,0.74,Alto
3617,0.74,Alto
6762,0.74,Alto
2973,0.74,Alto
5957,0.74,Alto
6926,0.74,Alto
3994,0.74,Alto
3910,0.74,Alto
5005,0.74,Alto
1181,0.74,Alto
1365,0.74,Alto
3435,0.74,Alto
935,0.74,Alto
1428,0.74,Alto
2802,0.74,Alto
6223,0.74,Alto
705,0.74,Alto
4868,0.74,Alto
3098,0.74,Alto
4052,0.74,Alto
2752,0.74,Alto
868,0.74,Alto
4912,0.74,Alto
5120,0.74,Alto
1721,0.74,Alto
3246,0.74,Alto
4311,0.74,Alto
2748,0.74,Alto
5207,0.74,Alto
4349,0.74,Alto
3638,0.74,Alto
5877,0.74,Alto
6360,0.74,Alto
6606,0.74,Alto
1639,0.74,Alto
2492,0.74,Alto
3241,0.7389414364826672,Alto
3805,0.7384670894380057,Alto
2911,0.7379437073920962,Alto
409,0.733141556314902,Alto
5937,0.73,Alto
4369,0.73,Alto
5334,0.73,Alto
5342,0.73,Alto
5458,0.73,Alto
3532,0.73,Alto
4874,0.73,Alto
3240,0.73,Alto
4625,0.73,Alto
5495,0.73,Alto
110,0.73,Alto
5345,0.73,Alto
6080,0.73,Alto
4548,0.73,Alto
4790,0.73,Alto
6068,0.73,Alto
3364,0.73,Alto
2609,0.73,Alto
4276,0.73,Alto
4255,0.73,Alto
5049,0.73,Alto
495,0.73,Alto
2970,0.73,Alto
4954,0.73,Alto
5696,0.73,Alto
134,0.73,Alto
5943,0.73,Alto
774,0.73,Alto
2611,0.73,Alto
889,0.73,Alto
4563,0.73,Alto
469,0.73,Alto
2053,0.73,Alto
2740,0.73,Alto
3055,0.73,Alto
2711,0.73,Alto
2353,0.73,Alto
5634,0.73,Alto
5127,0.73,Alto
864,0.73,Alto
1291,0.73,Alto
5326,0.73,Alto
3245,0.73,Alto
5116,0.73,Alto
2446,0.73,Alto
6486,0.73,Alto
5994,0.73,Alto
3690,0.73,Alto
1402,0.73,Alto
2480,0.73,Alto
6346,0.73,Alto
6401,0.73,Alto
2651,0.73,Alto
2924,0.73,Alto
